Date,SPX,GLD,USO,SLV,EUR/USD,GPR,GPA,GPT,,,,,,,,,,
1/2/2008,1447.160034,84.860001,78.470001,15.18,1.471692,95,123.53,68.69,,Date,Date,,,,,,,
1/3/2008,1447.160034,85.57,78.370003,15.285,1.474491,82.81,105.68,60.6,,SPX,Stock market index of the 500 largest companies listed on stock exchanges US ,,,,,,,
1/4/2008,1411.630005,85.129997,77.309998,15.167,1.475492,87.35,73.68,89.4,,GLD,Gold price ,,,,,,,
1/7/2008,1416.180054,84.769997,75.5,15.053,1.468299,78.18,57.43,82.12,,USO,US Oil price ,,,,,,,
1/8/2008,1390.189941,86.779999,76.059998,15.59,1.557099,84.46,68.6,98.84,,SLV,Silver price,,,,,,,
1/9/2008,1409.130005,86.550003,75.25,15.52,1.466405,123.04,150.97,94.44,,EUR/USD,Euro versus USD pair,,,,,,,
1/10/2008,1420.329956,88.25,74.019997,16.061001,1.4801,104.03,109.17,104.72,,GPR,Daily GPR (Index: 2008:2018),,,,,,,
1/11/2008,1401.02002,88.580002,73.089996,16.077,1.479006,56.55,71.21,34.65,,GPA,Daily GPR Acts (Index: 2008:2018),,,,,,,
1/14/2008,1416.25,89.540001,74.25,16.280001,1.4869,90.81,72.42,90.61,,GPT,Daily GPR Threats (Index:2008:2018),,,,,,,
1/15/2008,1380.949951,87.989998,72.779999,15.834,1.48021,95.92,108.38,74.45,,,,,,,,,,
1/16/2008,1373.199951,86.699997,71.849998,15.654,1.466405,94.73,121.86,66.07,,,,,,,,,,
1/17/2008,1333.25,86.5,71.029999,15.717,1.464,72.99,100.75,37.35,,,,,,,,,,
1/18/2008,1325.189941,87.419998,71.540001,16.030001,1.461796,47.15,41.13,53.91,,,,,,,,,,
1/22/2008,1310.5,88.169998,70.550003,15.902,1.464794,83.23,73.02,88.59,,,,,,,,,,
1/23/2008,1338.599976,87.889999,69.5,15.9,1.463208,137.01,121.41,126.59,,,,,,,,,,
1/24/2008,1352.069946,90.080002,70.93,16.299999,1.47741,88.51,69.52,98.14,,,,,,,,,,
1/25/2008,1330.609985,90.300003,71.910004,16.298,1.467502,92.98,110.08,82.15,,,,,,,,,,
1/28/2008,1353.959961,91.75,72.349998,16.549999,1.478809,89.24,85.41,94.98,,,,,,,,,,
1/29/2008,1362.300049,91.150002,72.980003,16.534,1.477192,66.89,50.81,90.05,,,,,,,,,,
1/30/2008,1355.810059,92.059998,73.080002,16.674999,1.483107,36.6,43.79,30.44,,,,,,,,,,
1/31/2008,1378.550049,91.400002,72.349998,16.818001,1.486503,93.08,141.92,54.63,,,,,,,,,,
2/1/2008,1395.420044,89.349998,70.470001,16.618999,1.479991,99.69,68.15,108.95,,,,,,,,,,
2/4/2008,1380.819946,89.099998,71.370003,16.514999,1.4828,117.29,134.65,94.58,,,,,,,,,,
2/5/2008,1336.640015,87.68,70.150002,16.167,1.463807,99.18,118.65,71.47,,,,,,,,,,
2/6/2008,1326.449951,88.949997,69.019997,16.375,1.46171,85.02,102.92,80.79,,,,,,,,,,
2/7/2008,1336.910034,89.849998,69.800003,16.67,1.44789,52.54,41.9,56.79,,,,,,,,,,
2/8/2008,1331.290039,91,72.900002,17.025999,1.557099,77.52,71.34,74.38,,,,,,,,,,
2/11/2008,1339.130005,91.330002,74.550003,17.4,1.4502,89.34,85.5,89.14,,,,,,,,,,
2/12/2008,1348.859985,89.330002,73.589996,17.033001,1.458194,90.07,146.33,66.57,,,,,,,,,,
2/13/2008,1367.209961,89.440002,74.110001,17.132,1.455604,102.62,70.33,122.66,,,,,,,,,,
2/14/2008,1348.859985,89.709999,75.760002,17.087,1.464408,89.6,86.62,85.8,,,,,,,,,,
2/15/2008,1349.98999,89.150002,75.93,16.952,1.46761,114.53,128.82,87.91,,,,,,,,,,
2/19/2008,1348.780029,91.580002,78.809998,17.378,1.472993,114.23,120.99,94.98,,,,,,,,,,
2/20/2008,1360.030029,93.239998,79.32,17.700001,1.472299,73.75,79.65,61.32,,,,,,,,,,
2/21/2008,1342.530029,93.25,77.330002,17.695999,1.481503,83.1,102.84,57.19,,,,,,,,,,
2/22/2008,1353.109985,93.389999,78.599998,17.916,1.482602,81.02,86.99,77.74,,,,,,,,,,
2/25/2008,1371.800049,92.739998,78.739998,17.99,1.483591,83.67,83.41,75.9,,,,,,,,,,
2/26/2008,1381.290039,93.709999,80.099998,18.6,1.49961,103.22,106.03,98.84,,,,,,,,,,
2/27/2008,1380.02002,94.779999,78.919998,19.132999,1.511807,67.13,40.73,87.37,,,,,,,,,,
2/28/2008,1367.680054,95.989998,81.480003,19.666,1.519595,90.68,84.75,89.54,,,,,,,,,,
2/29/2008,1330.630005,96.18,80.419998,19.667999,1.519203,81.01,119.65,54.89,,,,,,,,,,
3/3/2008,1331.339966,97.239998,81.32,20.163,1.520011,122.55,158.11,113.9,,,,,,,,,,
3/4/2008,1326.75,95.18,79.400002,19.620001,1.521005,160.11,170.26,171.6,,,,,,,,,,
3/5/2008,1333.699951,97.720001,83.300003,20.621,1.527697,95.76,89.5,109.48,,,,,,,,,,
3/6/2008,1304.339966,96.5,83.889999,20.075001,1.538509,113.23,104.19,130.36,,,,,,,,,,
3/7/2008,1293.369995,96.089996,83.730003,20.040001,1.533601,91.69,129.74,59.03,,,,,,,,,,
3/10/2008,1273.369995,95.870003,85.629997,19.475,1.534095,64.74,93.23,29.91,,,,,,,,,,
3/11/2008,1320.650024,95.989998,86.339996,19.52,1.534189,39.71,59.38,27.52,,,,,,,,,,
3/12/2008,1308.77002,97.010002,86.919998,19.969999,1.554002,99.56,84.21,100.35,,,,,,,,,,
3/13/2008,1315.47998,98.339996,87.209999,20.406,1.562207,51.29,64.59,40.41,,,,,,,,,,
3/14/2008,1288.140015,98.709999,86.510002,20.421,1.561792,89.45,100.33,69.73,,,,,,,,,,
3/17/2008,1276.599976,99.169998,83.300003,19.98,1.574803,59.62,59.44,49.57,,,,,,,,,,
3/18/2008,1330.73999,96.5,85.800003,19.379,1.565803,80.57,86.5,66.99,,,,,,,,,,
3/19/2008,1298.420044,93.040001,82.290001,18.250999,1.563893,77.11,65.04,78.91,,,,,,,,,,
3/20/2008,1329.51001,89.910004,81.300003,16.701,1.544211,38.26,43.6,31.82,,,,,,,,,,
3/24/2008,1349.880005,90.099998,80.260002,16.787001,1.543496,98.03,105.87,81.51,,,,,,,,,,
3/25/2008,1352.98999,92.730003,81.470001,17.775,1.561207,86.48,119.95,68.78,,,,,,,,,,
3/26/2008,1341.130005,93.800003,84.809998,18.225,1.582404,74.51,86.66,67.12,,,,,,,,,,
3/27/2008,1325.76001,93.459999,85.730003,18.32,1.581403,64.9,50.63,84.47,,,,,,,,,,
3/28/2008,1315.219971,91.879997,84.370003,17.75,1.576094,84.06,31.04,119.09,,,,,,,,,,
4/1/2008,1370.180054,86.860001,81.059998,16.6,1.567791,60.84,60.66,50.59,,,,,,,,,,
4/2/2008,1367.530029,89.269997,83.779999,17.246,1.566711,80.72,71.53,84.52,,,,,,,,,,
4/3/2008,1369.310059,89.419998,83.650002,17.23,1.573688,68.01,56.5,65.98,,,,,,,,,,
4/7/2008,1372.540039,91.169998,86.93,17.950001,1.557802,81.08,76.98,77.05,,,,,,,,,,
4/8/2008,1365.540039,90.349998,87.190002,17.507,1.582404,56.31,46.23,55.09,,,,,,,,,,
4/9/2008,1354.48999,92.290001,88.900002,18.014999,1.574208,86.85,86.58,87.69,,,,,,,,,,
4/10/2008,1360.550049,91.769997,88.18,17.812,1.582203,63.86,44.29,73.88,,,,,,,,,,
4/14/2008,1328.319946,91.110001,89.639999,17.514999,1.578607,53.2,49.5,53.08,,,,,,,,,,
4/15/2008,1334.430054,91.660004,91.440002,17.681999,1.595813,47.03,53.59,33.52,,,,,,,,,,
4/16/2008,1364.709961,93.269997,92.150002,18.153999,1.590204,68.4,84.43,48.75,,,,,,,,,,
4/17/2008,1365.560059,92.559998,92.370003,18.01,1.573391,77.84,68.98,91.1,,,,,,,,,,
4/21/2008,1388.170044,90.25,94.379997,17.267,1.598798,80.53,109.47,66.96,,,,,,,,,,
4/22/2008,1375.939941,90.269997,95.080002,17.476999,1.587402,86.39,86.12,71.83,,,,,,,,,,
4/23/2008,1379.930054,89.220001,95.18,17.000999,1.568406,107.75,73.66,122.88,,,,,,,,,,
4/24/2008,1388.819946,87.220001,93.199997,16.552,1.563697,97.6,100.25,88.54,,,,,,,,,,
4/28/2008,1396.369995,87.690002,95.690002,16.84,1.556711,95.27,116.9,67.03,,,,,,,,,,
4/29/2008,1390.939941,85.809998,92.989998,16.382,1.562207,70.55,66.99,61.46,,,,,,,,,,
5/1/2008,1409.339966,83.989998,90.379997,15.994,1.5434,90.46,100.8,88.5,,,,,,,,,,
5/5/2008,1407.48999,86.269997,96.739998,16.573999,1.553591,42.08,53.39,38.17,,,,,,,,,,
5/6/2008,1418.26001,86.629997,98.379997,16.73,1.538509,76.23,89.81,57.63,,,,,,,,,,
5/7/2008,1392.569946,85.82,99.800003,16.503,1.546408,89.17,72.43,109.85,,,,,,,,,,
5/8/2008,1397.680054,87.239998,100.660004,16.700001,1.548995,55.67,55.5,55.55,,,,,,,,,,
5/12/2008,1403.579956,86.989998,100.110001,16.997,1.5477,113.97,139.28,85.6,,,,,,,,,,
5/13/2008,1403.040039,85.389999,101.709999,16.554001,1.54691,90.2,74.42,93.11,,,,,,,,,,
5/14/2008,1408.660034,85.199997,100.220001,16.365999,1.545094,85.51,88.4,79,,,,,,,,,,
5/15/2008,1423.569946,87,100.209999,16.555,1.5596,60.12,74.21,57.14,,,,,,,,,,
5/19/2008,1426.630005,89.389999,102.800003,16.819,1.565411,47.78,31.75,52.97,,,,,,,,,,
5/20/2008,1413.400024,90.900002,104.300003,17.5,1.578806,38.37,31.88,47.86,,,,,,,,,,
5/21/2008,1390.709961,91.959999,108.309998,17.860001,1.573193,78.65,69,83.71,,,,,,,,,,
5/22/2008,1394.349976,90.980003,105.629997,17.780001,1.578507,82.96,85.55,85.63,,,,,,,,,,
5/27/2008,1385.349976,89.360001,104.260002,17.256001,1.565607,83.48,30.26,113.59,,,,,,,,,,
5/28/2008,1390.839966,89.139999,105.919998,17.264999,1.551807,68.6,58.62,70.63,,,,,,,,,,
5/29/2008,1398.26001,86.510002,102.260002,16.478001,1.554098,74.76,80.27,76.51,,,,,,,,,,
6/2/2008,1385.670044,87.959999,103.050003,16.642,1.545022,73.61,100.42,45.1,,,,,,,,,,
6/3/2008,1377.650024,86.879997,100.650002,16.587,1.543258,110.96,97.61,108.55,,,,,,,,,,
6/4/2008,1377.199951,86.650002,98.980003,16.641001,1.558895,76.47,91.48,66.13,,,,,,,,,,
6/5/2008,1404.050049,86.449997,103.949997,16.972,1.578507,69.2,47.99,80.06,,,,,,,,,,
6/9/2008,1361.76001,87.989998,109.050003,16.944,1.546408,69.98,69.77,64.66,,,,,,,,,,
6/10/2008,1358.439941,85.550003,107.019997,16.440001,1.555791,77.04,66.78,77.98,,,,,,,,,,
6/11/2008,1335.48999,87.019997,110.989998,16.700001,1.546097,111.21,120.94,106.48,,,,,,,,,,
6/12/2008,1339.869995,85.599998,111.269997,16.35,1.536901,69.71,48.34,75.6,,,,,,,,,,
6/16/2008,1360.140015,87.010002,108.989998,16.950001,1.552193,96.88,74.29,105.35,,,,,,,,,,
6/17/2008,1350.930054,87.25,108.68,16.902,1.553808,92.84,66.11,110.29,,,,,,,,,,
6/18/2008,1337.810059,88.279999,110.889999,17.188999,1.550989,82.58,60.99,91.56,,,,,,,,,,
6/19/2008,1342.829956,88.419998,106.910004,17.153,1.562793,114.13,122.53,107.07,,,,,,,,,,
6/23/2008,1318,87.089996,110.919998,16.629999,1.557002,72.19,79.96,53.36,,,,,,,,,,
6/24/2008,1314.290039,87.470001,110.949997,16.492001,1.567398,164.26,156.93,165.04,,,,,,,,,,
6/25/2008,1321.969971,87.419998,108.5,16.625999,1.575299,133.41,129.76,140.7,,,,,,,,,,
6/26/2008,1283.150024,90.610001,113.120003,17.025,1.575299,114.33,113.98,100.07,,,,,,,,,,
7/1/2008,1284.910034,92.660004,114.589996,17.9,1.587806,123.6,119.7,123.34,,,,,,,,,,
7/2/2008,1261.52002,93.169998,116.839996,18.215,1.570007,107.09,71.17,136.54,,,,,,,,,,
7/3/2008,1262.900024,92.059998,116.82,18.000999,1.571388,83.71,95.38,64.64,,,,,,,,,,
7/7/2008,1252.310059,91.230003,114.949997,17.6,1.53339,94.31,70.51,98.03,,,,,,,,,,
7/8/2008,1273.699951,90.860001,109.919998,17.664,1.573589,102.08,124.74,71.19,,,,,,,,,,
7/9/2008,1244.689941,91.5,109.650002,17.950001,1.578507,116.91,64.75,156.63,,,,,,,,,,
7/10/2008,1253.390015,93.529999,114.339996,18.120001,1.594896,136.99,161.39,108.73,,,,,,,,,,
7/14/2008,1228.300049,95.910004,117.480003,18.934999,1.589901,137.71,163.26,92.85,,,,,,,,,,
7/15/2008,1214.910034,96.169998,112.389999,18.700001,1.582203,119.99,137.75,90.71,,,,,,,,,,
7/16/2008,1245.359985,94.440002,109.25,18.545,1.58559,120.84,134.65,100.49,,,,,,,,,,
7/17/2008,1260.319946,94.220001,105.529999,18.32,1.585389,87.33,96.07,90.15,,,,,,,,,,
7/21/2008,1260,95.120003,106.669998,18.228001,1.579205,123.14,90.03,143.36,,,,,,,,,,
7/22/2008,1277,93.059998,103.32,17.759001,1.569243,84.67,42.2,117.34,,,,,,,,,,
7/23/2008,1282.189941,90.57,100.019997,17.190001,1.568874,103.83,93.49,100.27,,,,,,,,,,
7/24/2008,1252.540039,91.330002,101.459999,17.26,1.5673,70.75,76.95,58.83,,,,,,,,,,
7/28/2008,1234.369995,91.730003,100.540001,17.360001,1.55909,101.41,117.94,70.27,,,,,,,,,,
7/29/2008,1263.199951,90.589996,98.040001,17.190001,1.557366,102.33,143.58,56.73,,,,,,,,,,
7/30/2008,1284.26001,89.519997,102.129997,17.360001,1.559308,87.75,80.19,85.13,,,,,,,,,,
8/7/2008,1266.069946,86.089996,96.440002,16.07,1.504891,49.1,39.16,48.99,,,,,,,,,,
8/25/2008,1266.839966,80.93,93.099998,13.33,1.464794,61.96,49.41,61.82,,,,,,,,,,
8/26/2008,1271.51001,81.230003,93.900002,13.45,1.472581,88.93,59.1,104.76,,,,,,,,,,
8/27/2008,1281.660034,81.360001,95.660004,13.35,1.47141,106.75,102.98,97.35,,,,,,,,,,
8/28/2008,1300.680054,82.18,93.389999,13.55,1.467093,110.73,159.45,76.73,,,,,,,,,,
9/2/2008,1277.579956,79.199997,89.190002,12.94,1.448604,81.57,77.79,76.68,,,,,,,,,,
9/3/2008,1274.97998,78.889999,88.440002,12.75,1.426493,88.88,95.42,102.33,,,,,,,,,,
9/4/2008,1236.829956,78.389999,87.019997,12.63,1.427491,154.28,162.86,140.87,,,,,,,,,,
9/8/2008,1267.790039,78.860001,85.93,11.95,1.414847,85.22,73.88,92.43,,,,,,,,,,
9/9/2008,1224.51001,76.489998,82.349998,11.18,1.398406,96.64,86.38,105.3,,,,,,,,,,
9/10/2008,1232.040039,74.220001,82.970001,10.6,1.3996,63.04,62.84,57.66,,,,,,,,,,
9/11/2008,1249.050049,73.080002,81.489998,10.32,1.423994,105.98,102.63,105.75,,,,,,,,,,
9/15/2008,1192.699951,77.559998,76.300003,10.95,1.413507,72.88,108.99,42.42,,,,,,,,,,
9/16/2008,1213.599976,76.790001,74.989998,10.4,1.432932,125.66,146.15,98.69,,,,,,,,,,
9/17/2008,1156.390015,85.459999,77.5,11.9,1.430492,127.53,167.44,87.94,,,,,,,,,,
9/18/2008,1206.51001,82.800003,79.169998,11.89,1.441795,87.09,107.78,64.93,,,,,,,,,,
9/22/2008,1207.089966,89.18,87.620003,13.35,1.469292,61.08,78.8,35.85,,,,,,,,,,
9/23/2008,1188.219971,88.32,86.129997,13.18,1.463315,107.91,110.84,103.33,,,,,,,,,,
9/24/2008,1185.869995,86.709999,84.860001,13.09,1.464193,92.88,104.94,77.23,,,,,,,,,,
9/25/2008,1209.180054,86.449997,86.690002,13.03,1.459897,104.04,84.1,112.24,,,,,,,,,,
9/29/2008,1106.420044,89.57,77.089996,12.95,1.409642,101.52,82.47,106.3,,,,,,,,,,
9/30/2008,1166.359985,85.07,82.010002,11.85,1.40162,82.57,98.77,87.88,,,,,,,,,,
10/1/2008,1161.060059,85.970001,79.589996,12.33,1.380796,60.11,82.01,36.83,,,,,,,,,,
10/2/2008,1114.280029,82.330002,75.82,10.8,1.378493,57.61,51.69,57.49,,,,,,,,,,
10/6/2008,1056.890015,84.279999,71.610001,10.75,1.358806,99.93,103.31,86.17,,,,,,,,,,
10/7/2008,996.22998,87.269997,72.489998,11.38,1.495707,55.5,58.24,43.72,,,,,,,,,,
10/8/2008,984.940002,89.419998,72.260002,11.51,1.359804,70.2,73.31,66.71,,,,,,,,,,
10/9/2008,909.919983,89.900002,69.599998,11.95,1.3398,52.34,79.8,25.6,,,,,,,,,,
10/13/2008,1003.349976,81.989998,67.779999,10.59,1.361804,108.86,108.53,116.39,,,,,,,,,,
10/14/2008,998.01001,82.199997,65.029999,10.86,1.344393,69.66,55.56,86.89,,,,,,,,,,
10/15/2008,907.840027,83.309998,60.73,10.27,1.349,54.94,57.99,43,,,,,,,,,,
10/16/2008,946.429993,79.290001,59.34,9.6,1.3423,44.44,53.17,29.57,,,,,,,,,,
10/20/2008,985.400024,78.5,61.799999,9.77,1.306114,78.13,85.67,58.47,,,,,,,,,,
10/21/2008,955.049988,76.029999,58.77,9.98,1.281673,34.33,47.91,17.13,,,,,,,,,,
10/22/2008,896.780029,71.709999,54.93,9.45,1.294498,34.15,47.66,22.72,,,,,,,,,,
10/23/2008,908.109985,70.650002,56.599998,9.38,1.262993,54.16,65.99,40.03,,,,,,,,,,
10/27/2008,848.919983,72.18,50.849998,8.85,1.246463,56.34,74.88,49.97,,,,,,,,,,
10/28/2008,940.51001,73.790001,53.220001,9.05,1.280902,95.35,140.83,58.73,,,,,,,,,,
10/29/2008,930.090027,74,55.68,9.67,1.295924,104.75,110.95,97.99,,,,,,,,,,
10/30/2008,954.090027,72.709999,54,9.68,1.286803,93.39,139.66,63.1,,,,,,,,,,
10/31/2008,968.75,71.339996,55.59,9.58,1.270196,45.92,79.35,20.37,,,,,,,,,,
11/3/2008,966.299988,71.099998,52.490002,9.62,1.261798,68.71,72.1,54.13,,,,,,,,,,
11/4/2008,1005.75,75.480003,57.380001,10.12,1.298398,60.16,77.62,35.31,,,,,,,,,,
11/5/2008,952.77002,72.800003,53.84,10.21,1.291806,88.99,124.87,60.3,,,,,,,,,,
11/6/2008,904.880005,72.220001,50.150002,9.9,1.269503,96.62,99.07,105.59,,,,,,,,,,
11/7/2008,930.98999,72.5,50.040001,9.94,1.271407,99.35,105.23,103.26,,,,,,,,,,
11/10/2008,919.210022,73.580002,51.23,10.06,1.274795,73.44,100.19,57.85,,,,,,,,,,
11/11/2008,898.950012,72.050003,48.110001,9.64,1.251596,63.19,92.84,38.72,,,,,,,,,,
11/12/2008,852.299988,70,45.75,9.17,1.245904,68.16,61.16,62.34,,,,,,,,,,
11/13/2008,911.289978,72.150002,49,9.3,1.278871,104.77,98.3,117.87,,,,,,,,,,
11/14/2008,873.289978,73.300003,46.18,9.36,1.2597,85.09,103.01,55.6,,,,,,,,,,
11/17/2008,850.75,72.650002,45.16,9.18,1.264398,69.58,92.48,38.57,,,,,,,,,,
11/18/2008,859.119995,72.510002,44.77,9.48,1.263695,80.88,60.47,100.88,,,,,,,,,,
11/19/2008,806.580017,72.260002,43.259998,9.1,1.250531,46.84,73.39,22.26,,,,,,,,,,
11/20/2008,752.440002,73.449997,39.549999,8.86,1.243905,58.93,55.66,61.9,,,,,,,,,,
11/21/2008,800.030029,78.849998,41,9.52,1.259097,93.93,99.88,104.14,,,,,,,,,,
11/24/2008,851.809998,80.910004,44.130001,10.43,1.291773,77.13,76.89,70.55,,,,,,,,,,
11/25/2008,857.390015,80.870003,41.360001,10.19,1.303407,62.25,58.8,65.39,,,,,,,,,,
11/26/2008,887.679993,80.379997,44.540001,10.19,1.289923,73.24,73.02,66.44,,,,,,,,,,
11/28/2008,896.23999,80.309998,42.09,10.23,1.269793,171.04,222.71,150.93,,,,,,,,,,
12/1/2008,816.210022,75.650002,39.889999,9.18,1.259906,205.49,237.64,232.39,,,,,,,,,,
12/2/2008,848.809998,76.949997,38.5,9.49,1.271326,166.5,214.39,138.45,,,,,,,,,,
12/3/2008,870.73999,76.18,38.049999,9.51,1.270793,97.53,120.7,83.89,,,,,,,,,,
12/4/2008,845.219971,75.5,35.41,9.38,1.2774,97.15,112.47,83.39,,,,,,,,,,
12/5/2008,876.070007,74.519997,34.25,9.4,1.271698,65.75,87.4,41.66,,,,,,,,,,
12/8/2008,909.700012,76.199997,36.119999,9.89,1.491803,89.31,97.13,94.52,,,,,,,,,,
12/9/2008,888.669983,76.330002,34.450001,9.7,1.292608,138.02,148.18,117.71,,,,,,,,,,
12/10/2008,899.23999,79.75,35.810001,10.12,1.301406,87.17,132.09,40.59,,,,,,,,,,
12/11/2008,873.590027,80.650002,38.639999,10.2,1.332996,69.14,100.26,41.81,,,,,,,,,,
12/12/2008,879.72998,80.809998,38.099998,10.14,1.335399,119.62,134.54,142.83,,,,,,,,,,
12/15/2008,868.570007,82.599998,36.84,10.55,1.3696,93.43,118.55,56.5,,,,,,,,,,
12/16/2008,913.179993,84.459999,36.439999,11.03,1.406193,51.49,61.6,34.25,,,,,,,,,,
12/17/2008,904.419983,85.43,34.810001,11.29,1.440839,82.55,57.25,107.43,,,,,,,,,,
12/18/2008,885.280029,83.870003,32.73,10.84,1.429307,70.48,100.38,33.49,,,,,,,,,,
12/19/2008,887.880005,82.629997,33.060001,10.67,1.392603,56.81,49.55,64.95,,,,,,,,,,
12/22/2008,871.630005,83.459999,30.629999,10.73,1.395907,62.41,67,55.89,,,,,,,,,,
12/23/2008,863.159973,82.629997,30,10.16,1.393787,66.25,61.64,73.45,,,,,,,,,,
12/24/2008,868.150024,83.459999,29.02,10.28,1.400894,88.45,114.64,95.62,,,,,,,,,,
12/26/2008,872.799988,85.599998,29.1,10.64,1.402702,80.65,80.41,67.07,,,,,,,,,,
12/29/2008,869.419983,86.349998,30.92,10.77,1.403903,156.54,171.16,159.56,,,,,,,,,,
12/30/2008,890.640015,85.900002,30.200001,10.82,1.414007,179.31,178.76,211.88,,,,,,,,,,
12/31/2008,903.25,86.519997,33.099998,11.2,1.397995,128.32,123.19,126.46,,,,,,,,,,
1/2/2009,931.799988,86.230003,35.630001,11.41,1.392292,77.94,77.7,79.21,,,,,,,,,,
1/5/2009,927.450012,84.480003,37.299999,11.11,1.364592,112.98,144.17,97.7,,,,,,,,,,
1/6/2009,934.700012,85.129997,37.25,11.34,1.351004,114.1,154.11,91.82,,,,,,,,,,
1/7/2009,906.650024,82.75,33.27,10.86,1.3611,136.82,129.22,167.67,,,,,,,,,,
1/8/2009,909.72998,84.459999,33.200001,10.99,1.369901,135.21,114.57,146.16,,,,,,,,,,
1/9/2009,890.349976,83.919998,32.369999,11.1,1.345497,105.79,105.46,93.47,,,,,,,,,,
1/12/2009,870.26001,80.760002,30.65,10.5,1.336005,138.93,181.78,129.96,,,,,,,,,,
1/13/2009,871.789978,80.879997,31.84,10.6,1.320202,105.16,111.83,104.93,,,,,,,,,,
1/14/2009,842.619995,79.790001,31.23,10.45,1.321702,131.81,124.49,126.91,,,,,,,,,,
1/15/2009,843.73999,80.389999,30.18,10.49,1.315807,93.75,112.16,109.14,,,,,,,,,,
1/16/2009,850.119995,82.709999,29.860001,11.11,1.329204,137.05,159.95,127.86,,,,,,,,,,
1/20/2009,805.219971,84.519997,28.66,11.09,1.288494,54.25,36.05,66.16,,,,,,,,,,
1/21/2009,840.23999,84.150002,31.030001,11.18,1.300508,51.28,47.71,51.17,,,,,,,,,,
1/22/2009,827.5,84.580002,30.02,11.33,1.300678,61.7,45.33,70.21,,,,,,,,,,
1/23/2009,831.950012,88.529999,32.330002,11.85,1.296496,65.75,43.7,78.11,,,,,,,,,,
1/26/2009,836.570007,88.949997,32.139999,11.9,1.319192,81.19,121.41,74.26,,,,,,,,,,
1/27/2009,845.710022,88.379997,29.5,11.85,1.321598,74.96,64.05,71.24,,,,,,,,,,
1/28/2009,874.090027,87.419998,29.75,11.86,1.315322,55.56,20.77,80.84,,,,,,,,,,
1/29/2009,845.140015,89.5,29.219999,12.26,1.293795,59.47,47.43,64.29,,,,,,,,,,
1/30/2009,825.880005,91.309998,29.219999,12.52,1.283697,78.5,75.13,73.11,,,,,,,,,,
2/2/2009,825.440002,88.839996,28.4,12.21,1.281493,56.76,40.42,60.69,,,,,,,,,,
2/3/2009,838.51001,88.470001,28.870001,12.32,1.301287,69.49,61.58,64.21,,,,,,,,,,
2/4/2009,832.22998,89.18,28.27,12.42,1.285562,71.27,74.44,62.09,,,,,,,,,,
2/5/2009,845.849976,90.120003,28.809999,12.75,1.279116,70.81,79.8,61.44,,,,,,,,,,
2/6/2009,868.599976,89.589996,28.200001,12.91,1.292708,75.73,98.48,54.76,,,,,,,,,,
2/9/2009,869.890015,88.32,28.25,12.72,1.295908,76.94,51.13,85.3,,,,,,,,,,
2/10/2009,827.159973,90.209999,26.91,12.98,1.291406,81.24,73.63,79.84,,,,,,,,,,
2/11/2009,833.73999,92.290001,26.08,13.34,1.286803,40.69,60.84,33.83,,,,,,,,,,
2/12/2009,835.190002,93.169998,26.129999,13.33,1.289092,82.81,88.91,63.57,,,,,,,,,,
2/13/2009,826.840027,92.550003,25.6,13.54,1.286604,57.33,69.86,47.67,,,,,,,,,,
2/17/2009,789.169983,95.449997,23.459999,13.99,1.258194,106.03,58.32,139.85,,,,,,,,,,
2/18/2009,788.419983,96.910004,22.860001,14.17,1.256897,82.28,99.86,59.49,,,,,,,,,,
2/19/2009,778.940002,95.769997,24.280001,13.89,1.265903,68.82,49.89,78.03,,,,,,,,,,
2/20/2009,770.049988,97.800003,24.35,14.25,1.293293,70.98,67.4,73.08,,,,,,,,,,
2/23/2009,743.330017,97.730003,23.32,14.34,1.267813,93.48,97.25,74.35,,,,,,,,,,
2/24/2009,773.140015,94.730003,24.440001,13.61,1.287399,88.19,77.37,88,,,,,,,,,,
2/25/2009,764.900024,93.150002,26,13.49,1.272426,69.7,79.42,49.68,,,,,,,,,,
2/26/2009,752.830017,93.059998,27.23,12.97,1.272054,83.59,61.73,97.82,,,,,,,,,,
2/27/2009,735.090027,92.629997,27.049999,12.88,1.267893,52.78,55.71,46.47,,,,,,,,,,
3/2/2009,700.820007,90.93,24.48,12.77,1.256408,118.02,78.44,150.48,,,,,,,,,,
3/3/2009,696.330017,90.040001,25.389999,12.65,1.25318,117.76,90.89,126.35,,,,,,,,,,
3/4/2009,712.869995,88.989998,27.610001,12.78,1.263807,113.76,93.4,111.29,,,,,,,,,,
3/5/2009,682.549988,91.989998,26.559999,13.15,1.254674,61.22,64.25,64.31,,,,,,,,,,
3/6/2009,683.380005,92.290001,27.99,13.18,1.263807,68.74,58.74,65.32,,,,,,,,,,
3/9/2009,676.530029,90.57,28.65,12.77,1.262276,104.96,75.34,125.68,,,,,,,,,,
3/10/2009,719.599976,88.139999,27.83,12.45,1.271666,76.61,101.84,60.67,,,,,,,,,,
3/11/2009,721.359985,89.220001,26.299999,12.59,1.280672,108.67,104.6,99.71,,,,,,,,,,
3/12/2009,750.73999,91.099998,28.23,12.79,1.28989,49.35,61.5,41.04,,,,,,,,,,
3/13/2009,756.549988,91.300003,27.629999,13.05,1.292992,56.54,72.94,55.31,,,,,,,,,,
3/16/2009,753.890015,90.800003,28.25,12.79,1.297606,57.33,65.31,40.86,,,,,,,,,,
